Référence idealo;Titre chez idealo;Prix idealo (€);Version (outil, pack, accessoire);Référence sur mon site;Titre sur mon site;Mon prix de vente (€);Ma famille;Écart en euros;Écart en %;Sur quoi le rapprochement s'appuie;À REGARDER
DCMWP134N-XJ;DeWalt DCMWP134N-XJ - Tondeuse à gazon sur batterie - Coupe 53 cm - 2x 18V 5Ah;762,39;PACK+1X5;DCMWP134N-XJ;DeWALT DCMWP134N-XJ — DCMWP134N-XJ;507,29;Tronçonnage et élagage;255,10;−33 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH832X2-QW;DEWALT DCH832X2-QW;899,90;PACK;DCH832XN-XJ;DeWALT DCH832XN-XJ — DCH832XN-XJ;605,59;Perforateurs;294,31;−33 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH481X2-QW;DEWALT DCH481X2-QW;888,67;PACK;DCH481N;DeWALT DCH481N — FlexVolt DCH 481 N;598,06;Perforateurs;290,61;−33 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS691X2-QW;DEWALT DCS691X2-QW;885,78;PACK;DCS691N;DeWALT DCS691N — Découpeuse sans fil 54V XR FLEXVOLT Ø230 mm (machine seule);593,99;Meulage, découpe et polissage;291,79;−33 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DWMT81534-1;DeWALT DWMT81534-1 — DWMT81534-1;233,71;OUTIL;DWMT81534-1;DeWALT DWMT81534-1 — DWMT81534-1;311,06;Quincaillerie;77,35;+33 %;référence + variante;
DT9768-QZ;"DEWALT DT9768-QZ-Couronne diamant de forage sur peau humide 107 x 400 mm raccordement 1 1/4"" c un femelle universelle et";233,58;ACCESSOIRE;DT9768-QZ;"DeWALT DT9768-QZ — DT9768-QZ-Couronne diamant de forage sur peau humide 107 x 400 mm raccordement 1 1/4"" c un femelle universelle et";310,90;Quincaillerie;77,32;+33 %;référence + variante;
DWST60490-1;Ensemble de chariots Tstak DEWALT DWST60490-1;229,99;PACK+COFFRET;DWST60490-1;DeWALT DWST60490-1 — Ensemble de chariots Tstak DEWALT DWST60490-1;306,58;Quincaillerie;76,59;+33 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
STTDXWTPC710;DEWALT Chariot de transport pliable - STTDXWTPC710;229,90;OUTIL;STTDXWTPC710;DeWALT STTDXWTPC710 — Chariot de transport pliable - STTDXWTPC710;306,46;Quincaillerie;76,56;+33 %;référence + variante;
DT60235-QZ;Dewalt DT60235-QZ Foret aspirant SDS-Max diamètre 32mm longueur 400mm;241,15;OUTIL;DT60235-QZ;DeWALT DT60235-QZ — DT60235-QZ Foret aspirant SDS-Max diamètre 32mm longueur 400mm;320,24;Quincaillerie;79,09;+33 %;référence + variante;
DWH161D1-QW;DeWALT DWH161D1-QW — DWH161D1-QW;247,62;PACK;DWH161D1-QW;DeWALT DWH161D1-QW — DWH161D1-QW;328,34;Quincaillerie;80,72;+33 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DT2296-QZ;DEWALT Coffret plastique de 10 lames XPC HCS BIM Spéciale Bois DT2296-QZ + DEWALT - Scie Sauteuse à Prise par le Corps B;246,11;PACK+COFFRET;DT2296-QZ;DeWALT DT2296-QZ — Coffret plastique de 10 lames XPC HCS BIM Spéciale Bois DT2296-QZ + DEWALT - Scie Sauteuse à Prise par le Corps B;326,34;Quincaillerie;80,23;+33 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCL050-XJ;DEWALT Projecteur de Chantier Compact XR Sans Fil - Sans Batterie Ni Chargeur & Lampe LED XR 18V - DCL050-XJ - Lampe à F;156,83;PACK+CHARGEUR;DCL050-XJ;DeWALT DCL050-XJ — Lampe d'inspection LED XR 18V DCL050-XJ;106,98;Accessoires;49,85;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF887D2T;Clé à chocs DeWALT DCF887D2T (2 x 2,0 Ah + DCB107 + TSTAK II) + kit de 32 embouts de vissage Impact Torsion;235,00;PACK+2X2.0+COFFRET;DCF887P2;"DeWALT DCF887P2 — Visseuse a chocs 1/4"" XR 18V (2x5Ah + chargeur + TSTAK)";310,37;Perçage, vissage et boulonnage;75,37;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCMPS520N-XJ;Tronçonneuse élagueuse 18V 20 cm DCMPS520N-XJ + 1 batterie 18V 5 Ah + chargeur DEWALT;244,90;PACK+1X5+CHARGEUR;DCMPS520N-XJ;DeWALT DCMPS520N-XJ — Tronçonneuse d'élagage 18V XR guide 20 cm (solo);166,63;Tronçonnage et élagage;78,27;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCG404NT-XJ;DeWALT DCG404NT-XJ Corps De Meuleuse D'angle Compacte Sans Fil 18 V Li-ion Dans Un Coffret TSTAK - 125 Mm;258,83;PACK+COFFRET;DCG404;DeWALT DCG404 — DCG404;341,03;Meulage, découpe et polissage;82,20;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCF870D1T-QW;Dewalt DCF870D1T-QW Visseuse à chocs Hydraulique XR 18V 1/4″ Brushless 1 x 2,0Ah Batterie + chargeur en Coffret TSTAK;272,44;PACK+1X2.0+COFFRET+CHARGEUR;DCF870N-XJ;DeWALT DCF870N-XJ — Visseuse à chocs hydraulique 18V XR (machine seule);185,74;Perçage, vissage et boulonnage;86,70;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF620E2T;DeWalt DCF 620 E2T Visseuse pour cloisons sèches sans fil 18 V 30 Nm Brushless + 2x Powerstack batterie 1,7 Ah + chargeu;290,86;PACK+1X1.7;DCF620NT-XJ;DeWALT DCF620NT-XJ — Visseuse à placo 18V XR (solo, coffret TSTAK);196,75;Perçage, vissage et boulonnage;94,11;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH273D1;DeWalt DCH 273 D1 Marteau combiné sans fil 18 V 2,1 J SDS Plus Brushless + 1x batterie 2,0 Ah + chargeur;313,35;PACK+1X2.0+CHARGEUR;DCH273P1T-QW;DeWALT DCH273P1T-QW — Perforateur burineur SDS-Plus 18V XR (1×5,0 Ah + chargeur + coffret);412,73;Perforateurs;99,38;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCM561PBS;DeWalt DCM 561 PBS 18V Brushless + 2x 5.0 Ah Batteries + Charger;383,81;PACK+2X5.0+CHARGEUR;DCM561;DeWALT DCM561 — DCM561;262,81;Tronçonnage et élagage;121,00;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH253M2;DEWALT DCH253M2;402,99;PACK;DCH253N;DeWALT DCH253N — DCH253N;273,66;Perforateurs;129,33;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCD999NT-XJ;Perceuse-visseuse à percussion 18V DCD999NT-XJ + 1 batterie 18/54 V 6/2 Ah + 1 Chargeur DCB118-QW DEWALT;393,90;PACK+1X2+CHARGEUR;DCD999N-XJ;DeWALT DCD999N-XJ — Perceuse-visseuse à percussion 18V DCD999N-XJ;266,98;Perçage, vissage et boulonnage;126,92;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCK276P2;DeWALT DCK276P2 — DCK276P2;490,56;PACK;DCK276P2;DeWALT DCK276P2 — DCK276P2;649,50;Combos;158,94;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK308DM;DeWALT DCK308DM — DCK308DM;490,49;PACK;DCK308DM;DeWALT DCK308DM — DCK308DM;649,40;Combos;158,91;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK207P2T-QW;DeWALT DCK207P2T-QW — DCK207P2T-QW;490,00;PACK;DCK207P2T-QW;DeWALT DCK207P2T-QW — DCK207P2T-QW;648,76;Combos;158,76;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWE7800-QS;DeWALT DWE7800-QS — DWE7800-QS;485,60;OUTIL;DWE7800-QS;DeWALT DWE7800-QS — DWE7800-QS;643,42;Scies;157,82;+32 %;référence + variante;
DCK2023M2T;DeWALT DCK2023M2T — DCK2023M2T;484,00;PACK;DCK2023M2T;DeWALT DCK2023M2T — DCK2023M2T;641,30;Combos;157,30;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCMASED57X1;DeWALT DCMASED57X1 — DCMASED57X1;482,96;PACK;DCMASED57X1;DeWALT DCMASED57X1 — DCMASED57X1;639,92;Scies;156,96;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCMBC823N-XJ;DeWALT DCMBC823N-XJ — DCMBC823N-XJ;514,00;OUTIL;DCMBC823N-XJ;DeWALT DCMBC823N-XJ — DCMBC823N-XJ;678,48;Tronçonnage et élagage;164,48;+32 %;référence + variante;
DCK355P2T-QW;DeWALT DCK355P2T-QW — DCK355P2T-QW;513,92;PACK;DCK355P2T-QW;DeWALT DCK355P2T-QW — DCK355P2T-QW;678,37;Combos;164,45;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWS778;DeWALT DWS778 — DWS778;513,26;OUTIL;DWS778;DeWALT DWS778 — DWS778;677,51;Scies;164,25;+32 %;référence + variante;
D25323K;DeWALT D25323K — D25323K;509,05;OUTIL;D25323K;DeWALT D25323K — D25323K;671,95;Perforateurs;162,90;+32 %;référence + variante;
D25413K;DeWALT D25413K — D25413K;505,13;OUTIL;D25413K;DeWALT D25413K — D25413K;667,27;Perforateurs;162,14;+32 %;référence + variante;
DCS387M2;DeWALT DCS387M2 — DCS387M2;504,30;PACK;DCS387M2;DeWALT DCS387M2 — DCS387M2;666,18;Scies;161,88;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK2016T2T;DeWALT DCK2016T2T — DCK2016T2T;499,90;PACK;DCK2016T2T;DeWALT DCK2016T2T — DCK2016T2T;660,86;Combos;160,96;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWK224;DeWALT DWK224 — DWK224;497,00;PACK;DWK224;DeWALT DWK224 — DWK224;657,53;Combos;160,53;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DW872;DeWALT DW872 — DW872;493,90;OUTIL;DW872;DeWALT DW872 — DW872;653,42;Tronçonnage et élagage;159,52;+32 %;référence + variante;
DWK219;DeWALT DWK219 — DWK219;492,00;PACK;DWK219;DeWALT DWK219 — DWK219;651,41;Combos;159,41;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCLE14361;DEWALT DCLE14361;499,90;OUTIL;DCLE14361GB-XJ;DeWALT DCLE14361GB-XJ — Laser 3 lignes vert DCLE14361GB-XJ;660,86;Accessoires;160,96;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK278P2T-QW;DeWalt DCK278P2T-QW Kit Outils 18 V Jaune/Noir;493,91;PACK;DCK278P2T-QW;DeWALT DCK278P2T-QW — DCK278P2T-QW Kit Outils 18 V Jaune/Noir;653,45;Combos;159,54;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCF414;DeWALT DCF414 — DCF414;545,00;OUTIL;DCF414;DeWALT DCF414 — DCF414;716,68;Accessoires;171,68;+32 %;référence + variante;
DWK216;DeWALT DWK216 — DWK216;543,00;PACK;DWK216;DeWALT DWK216 — DWK216;714,05;Combos;171,05;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK327P2T;DeWALT DCK327P2T — DCK327P2T;538,37;PACK;DCK327P2T;DeWALT DCK327P2T — DCK327P2T;708,49;Combos;170,12;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWK214;DeWALT DWK214 — DWK214;531,00;PACK;DWK214;DeWALT DWK214 — DWK214;699,32;Combos;168,32;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWK213;DeWALT DWK213 — DWK213;531,00;PACK;DWK213;DeWALT DWK213 — DWK213;699,32;Combos;168,32;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWK217;DeWALT DWK217 — DWK217;531,00;PACK;DWK217;DeWALT DWK217 — DWK217;699,32;Combos;168,32;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DXCMB2M50HE;DeWALT DXCMB2M50HE — DXCMB2M50HE;529,98;OUTIL;DXCMB2M50HE;DeWALT DXCMB2M50HE — DXCMB2M50HE;697,98;Accessoires;168,00;+32 %;référence + variante;
DCMST901N-XJ;DeWALT DCMST901N-XJ — DCMST901N-XJ;525,70;OUTIL;DCMST901N-XJ;DeWALT DCMST901N-XJ — DCMST901N-XJ;692,87;Tronçonnage et élagage;167,17;+32 %;référence + variante;
DWK225;DeWALT DWK225 — DWK225;524,00;PACK;DWK225;DeWALT DWK225 — DWK225;690,64;Combos;166,64;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWK221;DeWALT DWK221 — DWK221;522,00;PACK;DWK221;DeWALT DWK221 — DWK221;688,00;Combos;166,00;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCMWP500N-XJ;DeWALT DCMWP500N-XJ — DCMWP500N-XJ;522,00;PACK;DCMWP500N-XJ;DeWALT DCMWP500N-XJ — DCMWP500N-XJ;688,00;Tronçonnage et élagage;166,00;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK2068P2T;DeWALT DCK2068P2T — DCK2068P2T;520,64;PACK;DCK2068P2T;DeWALT DCK2068P2T — DCK2068P2T;686,72;Combos;166,08;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK440P2T;Ensemble d'outils sans fil Dewalt 18 V, quatre pièces DCK440P2T;522,13;PACK;DCK440P2T;DeWALT DCK440P2T — Ensemble d'outils sans fil Dewalt 18 V, quatre pièces DCK440P2T;688,16;Combos;166,03;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK2223MP2T;DeWalt 18V Combopack DCK2223MP2T 2x5Ah battery (DCD86M+DCG45M) in TSTAK;529,90;PACK+2X5+COFFRET;DCK2223MP2T;DeWALT DCK2223MP2T — Référence DCK2223MP2T — descriptif à compléter;697,88;Combos;167,98;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
PPACK0002;Pack visseuse à chocs et perfo-burineur SDS+ (2x5,0 Ah) Dewalt PPACK0002;524,32;PACK+2X5.0;PPACK0002;DeWALT PPACK0002 — Pack visseuse à chocs et perfo-burineur SDS+ (2x5,0 Ah) Dewalt PPACK0002;691,06;Perçage, vissage et boulonnage;166,74;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCS727N;DeWALT DCS727N — DCS727N;764,99;OUTIL;DCS727N;DeWALT DCS727N — DCS727N;1009,39;Scies;244,40;+32 %;référence + variante;
DCE800H2-SK;DeWalt Drywall sander DCE800H2-SK (2 x 5.0 Ah Powerstack + DCB1104);810,00;PACK+2X5.0;DCE800N-XJ;DeWALT DCE800N-XJ — DCE800N-XJ;553,45;Scies;256,55;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCMWSP156N-XJ;DeWalt DCMWSP156N-XJ - Tondeuse autotractée à batterie - Coupe 53 cm - 2x 18V 5Ah;902,22;PACK+1X5;DCMWSP156N-XJ;DeWALT DCMWSP156N-XJ — Tondeuse 2 x 18V DCMWSP156N-XJ;611,66;Tronçonnage et élagage;290,56;−32 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DT20562-QZ;Adaptation pour vissage d'écrous impact connect - DEWALT - DT20562-QZ;113,08;OUTIL;DT20562-QZ;DeWALT DT20562-QZ — DT20562-QZ Adaptateur/tête de taraudage Adapté pour (perceuses) Dewalt;148,98;Quincaillerie;35,90;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWMT81535-1;"DeWalt Jeu de douilles 1/4"", 3/8"" et 1/2"", 247 pièces (DWMT81535-1)";259,76;PACK;DWMT81535-1;"DeWALT DWMT81535-1 — Jeu de douilles 1/4"", 3/8"" et 1/2"", 247 pièces (DWMT81535-1)";343,14;Quincaillerie;83,38;+32 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DT9772;DeWALT DT9772 — DT9772;264,00;OUTIL;DT9772;DeWALT DT9772 — DT9772;348,48;Quincaillerie;84,48;+32 %;référence + variante;
DWMT45341-1;Jeu de douilles Dewalt 341 pièces 1/4, 3/8 et 1/2 DWMT45341-1;268,82;OUTIL;DWMT45341-1;DeWALT DWMT45341-1 — Jeu de douilles Dewalt 341 pièces 1/4, 3/8 et 1/2 DWMT45341-1;354,30;Quincaillerie;85,48;+32 %;référence + variante;
DXWT-502;DeWALT DXWT-502 — DXWT-502;271,00;OUTIL;DXWT-502;DeWALT DXWT-502 — DXWT-502;356,90;Quincaillerie;85,90;+32 %;référence + variante;
DCS335N-XJ;DEWALT Scie Sauteuse Sans Fil 18V - Sans Batterie ni Chargeur DCS335N-XJ & Coffret de 10 Lames en Acier de Scie Sauteuse;227,59;PACK+COFFRET+CHARGEUR;DCS335N-XJ;DeWALT DCS335N-XJ — Scie sauteuse 18V DCS335N-XJ;297,72;Scies;70,13;+31 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCV584L-QW;DeWalt - Aspirateur de Chantier Classe L - DCV584L-QW & DT70731T-QZ Coffret TOUGHCASE 37 Pièces - Embouts de vissage FLE;224,82;PACK+COFFRET;DCV584L;DeWALT DCV584L — Aspirateur eau et poussière 18/54V FLEXVOLT ou secteur (classe L);294,40;Aspirateurs;69,58;+31 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCD86MM1T-QW;Perceuse visseuse à percussion sans fil brushless 18V DeWalt McLaren DCD86MM1T-QW Li-Ion XR, 1 x 4Ah;269,99;PACK+1X4;DCD86MP1T-QW;DeWALT DCD86MP1T-QW — Cordless Impact Drill/Driver DCD86MP1T-QW;352,85;Perçage, vissage et boulonnage;82,86;+31 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCF86MM1T-QW;Visseuse à choc sans fil brushless DeWalt McLaren DCF86MM1T-QW 18V 1 x 4Ah Li-ion XR;269,99;PACK+1X4;DCF86MP1T;DeWALT DCF86MP1T — McLaren F1 Team DCF86MP1T 18V 1x 5,0 Ah und Ladegerät in TSTAK;352,92;Perçage, vissage et boulonnage;82,93;+31 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCP580NT;DeWalt DCP 580 NT Rabot sans fil 18V 82mm + 1x batterie 5,0Ah + TSTAK - sans chargeur;284,19;PACK+1X5.0+COFFRET+CHARGEUR;DCP580N;DeWALT DCP580N — Rabot sans fil 18V XR Brushless (machine seule);195,76;Rabots;88,43;−31 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS570P1-QW;Dewalt DCS570P1-QW Scie circulaire XR Li-Ion 18V Brushless + 1 x 5.0Ah Batterie + Chargeur + Coffret TSTAK;306,84;PACK+1X5.0+COFFRET+CHARGEUR;DCS570N;DeWALT DCS570N — Scie circulaire 18V XR Brushless Ø184 mm (machine seule);211,49;Scies;95,35;−31 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH273N;DeWalt DCH 273 N Marteau combiné sans fil 18 V 2,1 J SDS Plus Brushless + 1x batterie 4,0 Ah - sans chargeur;314,95;PACK+1X4.0+CHARGEUR;DCH273P1T-QW;DeWALT DCH273P1T-QW — Perforateur burineur SDS-Plus 18V XR (1×5,0 Ah + chargeur + coffret);412,73;Perforateurs;97,78;+31 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCG406P2;DeWalt DCG 406 P2 Meuleuse d'Angle sans Fil 18V 125mm Brushless, 2x 5,0Ah + Chargeur + TSTAK (DCG406P2);371,18;PACK+2X5.0+COFFRET+CHARGEUR;DCG406N-XJ;DeWALT DCG406N-XJ — Meuleuse Ø125 mm DCG406N-XJ;254,68;Meulage, découpe et polissage;116,50;−31 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
